Type,Region,Make,Gear_Type,Origin,Options,Year,Engine_Size,Mileage,Price
Yaris,Makkah,Toyota,Automatic,Saudi,Full,2015,1.5,163,0
Avanza,Al-Baha,Toyota,Automatic,Saudi,Semi Full,2017,1.6,38500,0
Yukon,Riyadh,GMC,Automatic,Saudi,Semi Full,2008,5.3,160000,0
Elantra,Riyadh,Hyundai,Automatic,Saudi,Full,2016,2.0,111000,0
Land Cruiser,Jazan,Toyota,Automatic,Saudi,Full,2002,4.6,4000,0
500,Riyadh,Fiat,Automatic,Saudi,Full,2021,1.4,800,0
Datsun,Al-Ahsa,Nissan,Manual,Saudi,Full,2016,2.4,121122,0
Accent,Riyadh,Hyundai,Automatic,Other,Semi Full,2010,1.6,240,0
Hilux,Najran,Toyota,Manual,Saudi,Full,2014,2.7,299,0
Optima,Hafar Al-Batin,Kia,Automatic,Other,Semi Full,2009,2.4,183,0
Land Cruiser,Riyadh,Toyota,Automatic,Saudi,Full,2016,4.6,152000,0
Victoria,Taef,Ford,Automatic,Other,Semi Full,2011,4.6,190000,0
Land Cruiser Pickup,Aseer,Toyota,Manual,Unknown,Full,2013,4.0,270000,0
Taurus,Riyadh,Ford,Automatic,Saudi,Standard,2015,3.5,91000,0
Marquis,Al-Baha,Ford,Automatic,Saudi,Standard,2003,4.6,450000,0
Civic,Al-Ahsa,Honda,Automatic,Saudi,Full,2020,1.6,60000,0
Caprice,Tabouk,Chevrolet,Automatic,Saudi,Standard,2006,3.8,25000,0
Tahoe,Arar,Chevrolet,Automatic,Saudi,Standard,2020,5.3,26500,0
Optima,Khobar,Kia,Automatic,Gulf Arabic,Standard,2020,2.4,73000,0
Land Cruiser,Besha,Toyota,Automatic,Saudi,Full,2019,4.6,32000,0
Camry,Qassim,Toyota,Manual,Saudi,Semi Full,2001,1.4,500,0
Hilux,Tabouk,Toyota,Manual,Saudi,Full,2018,2.7,220000,0
Camry,Riyadh,Toyota,Manual,Other,Standard,2003,2.5,100000,0
Dyna,Dammam,Isuzu,Manual,Saudi,Standard,2016,3.0,101000,0
Land Cruiser Pickup,Tabouk,Toyota,Manual,Gulf Arabic,Semi Full,2015,4.0,66000,0
3,Riyadh,Mazda,Automatic,Other,Standard,2015,1.6,225749,0
Victoria,Riyadh,Ford,Automatic,Other,Full,1999,4.6,300000,0
CLA,Jeddah,Mercedes,Automatic,Saudi,Full,2017,3.0,90000,0
Odyssey,Riyadh,Honda,Automatic,Saudi,Standard,2016,3.5,166000,0
Tahoe,Khobar,Chevrolet,Automatic,Saudi,Semi Full,2015,5.3,185000,0
Marquis,Aseer,Ford,Automatic,Other,Full,2008,2.0,456300,0
Azera,Qassim,Hyundai,Automatic,Saudi,Semi Full,2018,3.5,90000,0
Odyssey,Jeddah,Honda,Automatic,Saudi,Full,1999,2.5,300000,0
Fusion,Dammam,Ford,Automatic,Saudi,Semi Full,2016,2.5,2000,0
CS95,Dammam,Changan,Automatic,Saudi,Semi Full,2020,2.0,22058,0
Sonata,Riyadh,Hyundai,Automatic,Other,Semi Full,2016,2.2,165,0
Land Cruiser,Hafar Al-Batin,Toyota,Automatic,Saudi,Full,2019,4.6,35000,0
Taurus,Al-Medina,Ford,Automatic,Saudi,Full,2017,3.5,147000,0
SRT,Riyadh,Chrysler,Automatic,Other,Full,2012,1.9,237,0
Suburban,Makkah,Chevrolet,Automatic,Saudi,Standard,2015,1.6,248,0
Taurus,Jeddah,Ford,Automatic,Other,Semi Full,2016,3.2,108000,0
Explorer,Riyadh,Ford,Automatic,Saudi,Semi Full,2009,3.5,270000,0
ES,Hail,Lexus,Automatic,Gulf Arabic,Full,2002,3.5,428000,0
ES,Riyadh,Lexus,Automatic,Saudi,Standard,2021,3.5,7050,0
Traverse,Riyadh,Chevrolet,Automatic,Saudi,Standard,2012,3.6,180000,0
Suburban,Aseer,GMC,Automatic,Saudi,Full,1990,5.3,227,0
Yukon,Dammam,GMC,Automatic,Saudi,Standard,2012,5.3,273000,0
Charger,Riyadh,Dodge,Automatic,Saudi,Full,2016,3.6,43000,0
FJ,Riyadh,Toyota,Automatic,Saudi,Full,2017,4.0,95000,0
Hilux,Al-Ahsa,Toyota,Manual,Other,Semi Full,2014,2.7,240000,0
Range Rover,Dammam,Land Rover,Automatic,Saudi,Standard,2020,5.0,42000,0
Corolla,Taef,Toyota,Manual,Saudi,Standard,2013,1.6,277000,0
Nexon,Jeddah,Tata,Manual,Saudi,Standard,2016,2.2,256000,0
Sierra,Dammam,GMC,Automatic,Saudi,Full,2017,5.3,245000,0
ES,Qassim,Lexus,Automatic,Gulf Arabic,Full,2018,3.5,64000,0
Hilux,Besha,Toyota,Manual,Gulf Arabic,Semi Full,2016,2.7,320,0
Datsun,Hail,Nissan,Manual,Gulf Arabic,Semi Full,1993,2.4,533000,0
Caprice,Jeddah,Chevrolet,Automatic,Saudi,Standard,2015,6.0,262,0
Camry,Jeddah,Toyota,Automatic,Other,Full,2000,3.0,169,0
Optima,Riyadh,Kia,Automatic,Saudi,Semi Full,2014,2.0,138000,0
Expedition,Riyadh,Ford,Automatic,Saudi,Full,2014,1.0,118,0
Seven,Al-Ahsa,Changan,Automatic,Saudi,Standard,2022,1.5,460,0
Camry,Al-Ahsa,Toyota,Manual,Saudi,Standard,2002,2.5,239259,0
Land Cruiser,Abha,Toyota,Automatic,Saudi,Semi Full,2006,4.5,69000,0
Suburban,Riyadh,GMC,Automatic,Saudi,Standard,2003,5.3,472000,0
Yukon,Riyadh,GMC,Automatic,Saudi,Full,2011,6.2,328000,0
Coupe,Riyadh,Hyundai,Automatic,Saudi,Full,2014,3.8,127000,0
Sportage,Makkah,Kia,Automatic,Saudi,Standard,2019,2.0,93000,0
Land Cruiser,Dammam,Toyota,Automatic,Gulf Arabic,Full,2013,8.0,200000,0
Hilux,Al-Medina,Toyota,Manual,Saudi,Full,2016,1.1,179,0
Explorer,Riyadh,Ford,Automatic,Other,Semi Full,2010,3.5,390000,0
Patrol,Riyadh,Nissan,Automatic,Saudi,Full,2021,4.0,23000,0
Charger,Riyadh,Dodge,Automatic,Saudi,Full,2013,3.6,400,0
Grand Cherokee,Jeddah,Jeep,Automatic,Saudi,Semi Full,2021,5.7,100,0
Camry,Riyadh,Toyota,Manual,Saudi,Standard,2011,2.5,200000,0
Taurus,Riyadh,Ford,Automatic,Saudi,Semi Full,2013,1.5,216,0
Patrol,Riyadh,Nissan,Manual,Saudi,Standard,2007,4.5,450,0
Furniture,Riyadh,Toyota,Automatic,Saudi,Semi Full,2008,4.0,210000,0
Yukon,Jeddah,GMC,Automatic,Saudi,Standard,2011,5.3,188000,0
Yukon,Aseer,GMC,Automatic,Saudi,Full,2020,5.3,19400,0
FJ,Jeddah,Toyota,Automatic,Saudi,Full,2016,4.0,138000,0
E,Riyadh,Mercedes,Automatic,Saudi,Standard,2014,2.0,145000,0
Pathfinder,Qassim,Nissan,Automatic,Saudi,Standard,2014,3.5,111000,0
Hilux,Dammam,Toyota,Manual,Gulf Arabic,Semi Full,2017,2.7,189000,0
Sentra,Al-Medina,Nissan,Automatic,Saudi,Semi Full,2016,1.6,200000,0
Tahoe,Dammam,Chevrolet,Automatic,Saudi,Semi Full,2009,5.3,272000,0
Marquis,Jeddah,Ford,Automatic,Other,Full,2007,4.6,300,0
FJ,Al-Baha,Toyota,Manual,Gulf Arabic,Full,2014,4.0,208,0
Land Cruiser,Al-Ahsa,Toyota,Manual,Gulf Arabic,Full,2006,4.6,38000,0
RX,Jeddah,Lexus,Automatic,Gulf Arabic,Full,2002,3.5,333,0
Land Cruiser,Al-Jouf,Toyota,Automatic,Saudi,Full,2016,5.7,212000,0
Land Cruiser,Najran,Toyota,Automatic,Gulf Arabic,Full,2013,4.6,260,0
Mohave,Riyadh,Kia,Automatic,Other,Semi Full,2017,3.7,75000,0
FJ,Abha,Toyota,Automatic,Saudi,Standard,2009,4.0,390000,0
Edge,Riyadh,Ford,Automatic,Other,Standard,2013,3.5,276,0
CX5,Jeddah,Mazda,Manual,Saudi,Full,2017,2.5,130,0
Explorer,Al-Baha,Ford,Automatic,Other,Semi Full,2010,1.6,3275230,0
Land Cruiser,Riyadh,Toyota,Automatic,Other,Full,2020,4.0,20000,0
Taurus,Al-Medina,Ford,Automatic,Saudi,Standard,2017,2.3,45000,0
Furniture,Jeddah,Toyota,Automatic,Saudi,Semi Full,2017,2.7,24000,0
Mohave,Riyadh,Kia,Automatic,Other,Full,2015,3.8,316884,0
Taurus,Makkah,Ford,Automatic,Other,Standard,2010,2.9,2200,0
Suburban,Taef,GMC,Automatic,Saudi,Standard,2013,5.3,180000,0
Accent,Riyadh,Hyundai,Automatic,Saudi,Standard,2015,1.4,270000,0
Suburban,Riyadh,Chevrolet,Automatic,Other,Semi Full,1999,9.0,200000,0
POS24,Taef,Mercedes,Manual,Other,Standard,1982,8.0,1000,0
Land Cruiser 70,Al-Medina,Toyota,Manual,Other,Full,2018,4.0,189,0
Sonata,Jeddah,Hyundai,Automatic,Other,Semi Full,2015,3.3,156500,0
Furniture,Tabouk,Toyota,Automatic,Saudi,Semi Full,2018,2.7,30000,0
Rav4,Jeddah,Toyota,Automatic,Saudi,Standard,2016,2.5,152000,0
Yukon,Dammam,GMC,Automatic,Saudi,Semi Full,2012,5.3,267,0
Other,Aseer,Honda,Manual,Other,Full,1985,1.0,20000,0
Acadia,Makkah,GMC,Automatic,Other,Semi Full,2008,1.6,27000,0
Senta fe,Najran,Hyundai,Automatic,Saudi,Full,2009,3.3,280000,0
Navara,Dammam,Nissan,Manual,Saudi,Standard,2016,2.5,86000,0
Taurus,Aseer,Ford,Automatic,Saudi,Standard,2017,3.5,80000,0
A7,Riyadh,Audi,Automatic,Saudi,Full,2014,2.8,182000,0
Town Car,Taef,Lincoln,Automatic,Other,Semi Full,2011,4.6,96162,0
Taurus,Aseer,Ford,Automatic,Saudi,Semi Full,2015,8.0,219819,0
Camry,Jeddah,Toyota,Automatic,Saudi,Standard,2016,2.5,149818,0
Elantra,Jazan,Hyundai,Manual,Saudi,Semi Full,2008,2.0,400,0
6,Riyadh,Mazda,Automatic,Saudi,Standard,2016,2.5,127500,0
Flex,Riyadh,Ford,Automatic,Other,Full,2014,3.5,173000,0
Hilux,Dammam,Toyota,Automatic,Gulf Arabic,Semi Full,2016,2.7,93000,0
Innova,Riyadh,Toyota,Automatic,Other,Full,2014,2.7,205,0
Hilux,Taef,Toyota,Manual,Saudi,Full,2017,2.7,162,0
Durango,Al-Medina,Dodge,Automatic,Saudi,Semi Full,2013,8.7,280,0
Discovery,Jeddah,Land Rover,Automatic,Saudi,Full,2016,2.2,133,0
Yukon,Riyadh,GMC,Automatic,Saudi,Full,2009,5.7,323000,0
ES,Al-Medina,Lexus,Automatic,Saudi,Full,2017,3.4,128000,0
Navara,Riyadh,Nissan,Automatic,Saudi,Standard,2012,2.5,193,0
F150,Dammam,Ford,Automatic,Other,Full,2014,6.2,126000,0
Armada,Riyadh,Nissan,Automatic,Other,Full,2010,5.6,300000,0
Sonata,Tabouk,Hyundai,Automatic,Other,Full,2015,2.0,120,0
Hilux,Riyadh,Toyota,Manual,Gulf Arabic,Full,2015,2.7,340000,0
Tahoe,Yanbu,Chevrolet,Automatic,Saudi,Semi Full,2013,5.3,372,0
LX,Qassim,Lexus,Automatic,Saudi,Full,2021,5.7,100,0
Sonata,Qurayyat,Hyundai,Automatic,Other,Full,2015,2.4,72000,0
Camry,Qassim,Toyota,Automatic,Other,Full,2019,3.6,70000,0
Caprice,Qassim,Chevrolet,Automatic,Saudi,Semi Full,2013,6.0,270000,0
Cressida,Riyadh,Toyota,Manual,Saudi,Standard,1991,1.4,520000,0
Tahoe,Qassim,Chevrolet,Automatic,Saudi,Semi Full,2014,5.3,500000,0
Hilux,Riyadh,Toyota,Manual,Saudi,Full,2019,2.7,55000,0
Furniture,Hail,Toyota,Manual,Saudi,Standard,2015,2.7,200000,0
Range Rover,Riyadh,Land Rover,Automatic,Saudi,Full,2005,4.0,24200,0
Suburban,Riyadh,Chevrolet,Automatic,Saudi,Standard,2003,5.3,500000,0
Durango,Jubail,Dodge,Automatic,Saudi,Standard,2014,3.6,238,0
LS,Riyadh,Lexus,Manual,Saudi,Full,2006,1.0,350,0
CX9,Qassim,Mazda,Automatic,Gulf Arabic,Full,2016,2.5,130000,0
Marquis,Najran,Ford,Automatic,Other,Full,2008,4.6,500,0
Patrol,Hail,Nissan,Manual,Other,Standard,2015,4.0,335000,0
H9,Riyadh,HAVAL,Automatic,Saudi,Full,2021,2.0,600,0
X-Trail,Dammam,Nissan,Automatic,Saudi,Standard,2017,2.5,57000,0
Taurus,Riyadh,Ford,Automatic,Saudi,Semi Full,2014,3.5,300,0
Seven,Riyadh,Changan,Automatic,Saudi,Standard,2021,1.5,9500,0
A4,Dammam,Audi,Automatic,Gulf Arabic,Full,2014,2.0,324000,0
FJ,Najran,Toyota,Automatic,Gulf Arabic,Full,2015,4.0,337243,0
CS75,Dammam,Changan,Automatic,Saudi,Full,2020,1.8,62000,0
Azera,Riyadh,Hyundai,Automatic,Saudi,Semi Full,2018,3.5,210,0
GS,Abha,Geely,Automatic,Saudi,Full,2016,2.4,163000,0
Hilux,Riyadh,Toyota,Manual,Saudi,Full,2016,2.7,274634,0
Hilux,Jubail,Toyota,Manual,Saudi,Semi Full,2020,2.7,17800,0
Explorer,Jazan,Ford,Automatic,Other,Full,2006,3.5,280,0
Victoria,Aseer,Ford,Automatic,Other,Semi Full,1999,4.6,391047,0
Yukon,Riyadh,GMC,Automatic,Saudi,Full,2015,5.3,182600,0
Land Cruiser,Dammam,Toyota,Automatic,Saudi,Full,2016,4.6,167643,0
Patrol,Riyadh,Nissan,Manual,Saudi,Semi Full,1997,4.0,85000,0
Corolla,Al-Ahsa,Toyota,Automatic,Saudi,Semi Full,2008,1.6,262817,0
Expedition,Riyadh,Ford,Automatic,Saudi,Full,2012,5.4,176,0
D-MAX,Qassim,Isuzu,Manual,Saudi,Standard,2017,2.5,171461,0
Senta fe,Dammam,Hyundai,Automatic,Saudi,Full,2016,3.3,295000,0
Hiace,Riyadh,Toyota,Manual,Saudi,Standard,2013,2.7,300000,0
Yukon,Riyadh,GMC,Automatic,Saudi,Standard,2017,5.3,20000,0
Accent,Riyadh,Hyundai,Automatic,Saudi,Standard,2017,1.4,130000,0
Furniture,Al-Medina,Toyota,Automatic,Saudi,Standard,2009,1.6,400,0
H3,Riyadh,Hummer,Automatic,Saudi,Full,2007,3.5,411000,0
G80,Riyadh,Genesis,Automatic,Saudi,Full,2018,5.0,91000,0
Sonata,Riyadh,Hyundai,Automatic,Saudi,Semi Full,2016,2.4,284,0
Elantra,Besha,Hyundai,Automatic,Other,Full,2016,2.0,309000,0
CX9,Jeddah,Mazda,Automatic,Saudi,Full,2019,2.5,52000,0
Land Cruiser,Hafar Al-Batin,Toyota,Automatic,Saudi,Full,2017,4.6,130000,0
Avalon,Riyadh,Toyota,Automatic,Other,Full,2008,3.5,169000,0
SL,Riyadh,Mercedes,Automatic,Other,Standard,1997,1.0,400000,0
Marquis,Riyadh,Ford,Automatic,Other,Full,2006,1.0,25000,0
S,Jeddah,Mercedes,Automatic,Saudi,Standard,2015,5.0,39000,0
Expedition,Riyadh,Ford,Automatic,Saudi,Semi Full,2008,5.4,345000,0
Accent,Riyadh,Hyundai,Manual,Saudi,Standard,2011,1.6,317135,0
Yukon,Al-Medina,GMC,Automatic,Saudi,Standard,2016,4.0,75000,0
Land Cruiser Pickup,Al-Baha,Toyota,Manual,Other,Standard,1980,4.0,44000,0
RX,Jeddah,Lexus,Automatic,Saudi,Full,2003,3.5,270,0
Caprice,Riyadh,Chevrolet,Automatic,Saudi,Standard,2014,6.0,195,0
Pathfinder,Riyadh,Nissan,Manual,Saudi,Full,2005,3.5,317000,0
D-MAX,Aseer,Isuzu,Manual,Saudi,Semi Full,2014,3.0,177,0
Cayenne,Dammam,Porsche,Automatic,Gulf Arabic,Full,2009,4.8,3000000,0
Camry,Riyadh,Toyota,Automatic,Saudi,Full,2017,2.5,27000,0
Sonata,Riyadh,Hyundai,Automatic,Saudi,Full,2016,2.4,88089,0
Suburban,Riyadh,GMC,Automatic,Saudi,Semi Full,2005,8.0,4010000,0
Optima,Tabouk,Kia,Automatic,Saudi,Semi Full,2018,2.4,187000,0
Corolla,Jeddah,Toyota,Automatic,Saudi,Standard,2020,1.6,47002,0
Patrol,Makkah,Nissan,Manual,Saudi,Standard,2000,4.0,350000,0
Yukon,Riyadh,GMC,Automatic,Saudi,Standard,2017,5.3,139000,0
Land Cruiser,Riyadh,Toyota,Automatic,Saudi,Full,2016,5.7,64731,0
Camry,Al-Medina,Toyota,Automatic,Saudi,Full,2016,2.2,169000,0
E,Riyadh,Mercedes,Automatic,Other,Full,2016,3.5,120000,0
Prado,Riyadh,Toyota,Automatic,Saudi,Semi Full,2019,4.0,35900,0
Hilux,Riyadh,Toyota,Manual,Saudi,Full,2011,1.0,400,0
Optima,Riyadh,Kia,Automatic,Saudi,Standard,2014,2.4,30000,0
Land Cruiser,Riyadh,Toyota,Automatic,Saudi,Full,2011,4.0,233000,0
Cadenza,Dammam,Kia,Automatic,Saudi,Semi Full,2019,3.0,128000,0
Pathfinder,Riyadh,Nissan,Automatic,Gulf Arabic,Semi Full,2014,4.0,208000,0
Elantra,Riyadh,Hyundai,Automatic,Saudi,Standard,2018,2.0,94000,0
Yukon,Taef,GMC,Automatic,Other,Full,2002,5.7,198,0
Furniture,Jazan,Toyota,Automatic,Saudi,Full,2015,4.0,250000,0
ES,Makkah,Lexus,Automatic,Saudi,Standard,2020,2.5,10000,0
Cadenza,Riyadh,Kia,Automatic,Saudi,Standard,2017,3.3,106240,0
Patrol,Riyadh,Nissan,Automatic,Saudi,Full,2019,4.0,77000,0
Rio,Qassim,Kia,Automatic,Saudi,Semi Full,2015,1.4,220000,0
Cerato,Jeddah,Kia,Automatic,Saudi,Semi Full,2019,1.6,68200,0
Land Cruiser,Tabouk,Toyota,Automatic,Saudi,Full,2003,4.5,294000,0
Sonata,Abha,Hyundai,Automatic,Saudi,Semi Full,2012,2.4,25000,0
6,Riyadh,Mazda,Automatic,Saudi,Standard,2017,2.5,77900,0
Hilux,Riyadh,Toyota,Manual,Saudi,Full,2015,2.7,338,0
Flex,Riyadh,Ford,Automatic,Saudi,Full,2015,6.0,127000,0
Innova,Qassim,Toyota,Automatic,Saudi,Semi Full,2015,2.7,270000,0
Accent,Jeddah,Hyundai,Automatic,Saudi,Standard,2014,1.5,230000,0
The 7,Riyadh,BMW,Automatic,Saudi,Full,2014,2.0,113000,0
Corolla,Jazan,Toyota,Automatic,Saudi,Standard,2010,2.0,25000,0
Land Cruiser,Qassim,Toyota,Automatic,Saudi,Full,2011,4.6,360000,0
Camry,Khobar,Toyota,Automatic,Other,Semi Full,2000,2.5,300000,0
Sentra,Qassim,Nissan,Automatic,Gulf Arabic,Standard,2016,1.6,98496,0
Wrangler,Riyadh,Jeep,Automatic,Saudi,Standard,2014,3.6,77000,0
Yukon,Riyadh,GMC,Automatic,Saudi,Standard,2015,5.2,131000,0
Other,Dammam,Suzuki,Manual,Saudi,Standard,2007,1.0,89000,0
Colorado,Hail,Chevrolet,Automatic,Gulf Arabic,Full,2013,3.6,300000,0
Elantra,Jeddah,Hyundai,Automatic,Saudi,Full,2016,2.0,112,0
Ciocca,Hail,Toyota,Automatic,Saudi,Semi Full,2012,8.0,28000,0
Datsun,Riyadh,Nissan,Manual,Saudi,Semi Full,2015,2.4,300,0
Land Cruiser,Aseer,Toyota,Manual,Gulf Arabic,Semi Full,1989,4.6,600000,0
Charger,Jeddah,Dodge,Automatic,Saudi,Full,2012,5.7,223650,0
Suburban,Qurayyat,Chevrolet,Automatic,Saudi,Semi Full,2000,1.5,50000,0
Marquis,Dammam,Ford,Automatic,Other,Semi Full,2010,4.6,390000,0
Eado,Dammam,Changan,Automatic,Saudi,Full,2017,1.6,105000,0
Kaptiva,Riyadh,Chevrolet,Automatic,Gulf Arabic,Semi Full,2013,2.4,195000,0
Patrol,Qassim,Nissan,Automatic,Saudi,Full,2010,5.6,254000,0
Innova,Riyadh,Toyota,Automatic,Saudi,Semi Full,2014,2.7,556809,0
Dyna,Jazan,Isuzu,Manual,Saudi,Standard,2003,3.0,460000,0
Land Cruiser,Hail,Toyota,Manual,Saudi,Semi Full,2001,4.6,300,0
Caprice,Riyadh,Chevrolet,Automatic,Other,Standard,2011,5.7,290000,0
Land Cruiser,Riyadh,Toyota,Automatic,Saudi,Full,2011,4.6,79000,0
E,Dammam,Mercedes,Manual,Saudi,Standard,1983,2.0,300000,0
Yukon,Riyadh,GMC,Automatic,Saudi,Semi Full,2012,5.7,211,0
Camry,Makkah,Toyota,Manual,Saudi,Full,2005,2.5,400000,0
Acadia,Riyadh,GMC,Automatic,Saudi,Standard,2008,3.6,260000,0
CX9,Jazan,Mazda,Automatic,Saudi,Semi Full,2015,3.7,93000,0
Armada,Jeddah,Nissan,Automatic,Gulf Arabic,Full,2007,5.6,290000,0
Innova,Makkah,Toyota,Automatic,Gulf Arabic,Standard,2020,2.7,49000,0
Wingle,Taef,Great Wall,Manual,Saudi,Semi Full,2021,2.0,10000,0
Focus,Riyadh,Ford,Automatic,Other,Standard,2012,1.5,180000,0
Prado,Dammam,Toyota,Automatic,Gulf Arabic,Full,2016,4.0,122000,0
Rio,Taef,Kia,Automatic,Unknown,Standard,2017,1.4,9999,0
LS,Makkah,Lexus,Automatic,Other,Full,2000,8.0,196,0
Suburban,Al-Medina,Chevrolet,Automatic,Saudi,Standard,2015,4.0,75000,0
Rav4,Qassim,Toyota,Automatic,Saudi,Standard,2019,2.5,35000,0
Marquis,Riyadh,Ford,Automatic,Other,Semi Full,2010,4.6,285000,0
Expedition,Riyadh,Ford,Automatic,Saudi,Semi Full,2008,5.4,171000,0
Camry,Aseer,Toyota,Automatic,Saudi,Standard,2020,2.5,19000,0
Yaris,Riyadh,Toyota,Manual,Saudi,Standard,2007,1.5,170000,0
Taurus,Aseer,Ford,Automatic,Other,Semi Full,2011,3.5,400000,0
Land Cruiser Pickup,Jazan,Toyota,Manual,Saudi,Standard,2012,4.0,144928,0
Avalon,Jeddah,Toyota,Automatic,Saudi,Full,2020,3.6,22000,0
Range Rover,Dammam,Land Rover,Automatic,Saudi,Full,2016,5.0,202000,0
Tahoe,Qassim,Chevrolet,Automatic,Other,Semi Full,2016,5.3,184000,0
Hilux,Riyadh,Toyota,Manual,Saudi,Semi Full,2020,2.7,95000,0
Land Cruiser,Riyadh,Toyota,Automatic,Gulf Arabic,Full,2006,4.6,350000,0
Land Cruiser 70,Al-Medina,Toyota,Manual,Saudi,Semi Full,2016,2.7,182000,0
LS,Hail,Lexus,Automatic,Saudi,Semi Full,2003,9.0,470000,0
Hilux,Al-Jouf,Toyota,Manual,Gulf Arabic,Full,2016,2.4,164000,0
H1,Jeddah,Hyundai,Automatic,Saudi,Full,2020,2.4,40000,0
Yaris,Al-Ahsa,Toyota,Automatic,Saudi,Semi Full,2019,1.5,9900,0
Explorer,Riyadh,Ford,Automatic,Saudi,Standard,2010,4.0,255000,0
Yaris,Aseer,Toyota,Automatic,Other,Full,2008,1.5,300,0
Azera,Hafar Al-Batin,Hyundai,Automatic,Other,Full,2015,4.3,81000,0
Land Cruiser,Riyadh,Toyota,Automatic,Other,Semi Full,2006,4.7,4000000,0
Sentra,Sakaka,Nissan,Automatic,Saudi,Standard,2015,1.6,180000,0
ES,Al-Medina,Lexus,Automatic,Gulf Arabic,Full,2017,3.5,128000,0
LX,Aseer,Lexus,Automatic,Gulf Arabic,Full,2021,5.7,5000,0
Hilux,Arar,Toyota,Automatic,Saudi,Full,2020,2.7,8440,0
CX9,Khobar,Mazda,Automatic,Saudi,Full,2020,2.5,29000,0
Caprice,Riyadh,Chevrolet,Automatic,Saudi,Standard,2013,6.0,247,0
Corolla,Riyadh,Toyota,Manual,Saudi,Semi Full,2010,1.6,606645,0
Yukon,Riyadh,GMC,Automatic,Saudi,Standard,2010,5.3,197289,0
Marquis,Jeddah,Ford,Automatic,Other,Full,2006,4.6,300,0
Cerato,Dammam,Kia,Automatic,Other,Semi Full,2016,1.6,146268,0
Sonata,Hail,Hyundai,Automatic,Other,Full,2017,2.4,135,0
H1,Riyadh,Hyundai,Automatic,Saudi,Full,2017,2.4,217623,0
ES,Makkah,Lexus,Automatic,Saudi,Full,2009,6.0,248000,0
Yukon,Tabouk,GMC,Automatic,Gulf Arabic,Semi Full,2008,5.3,320000,0
Furniture,Riyadh,Toyota,Automatic,Saudi,Full,2011,4.0,285,0
Datsun,Dammam,Nissan,Manual,Saudi,Standard,2008,2.4,200000,0
Datsun,Riyadh,Nissan,Manual,Saudi,Full,2015,2.4,225,0
Hilux,Wadi Dawasir,Toyota,Manual,Saudi,Full,2018,2.4,149000,0
Accent,Riyadh,Hyundai,Automatic,Saudi,Standard,2019,1.4,49000,0
Yukon,Dammam,GMC,Automatic,Saudi,Standard,2016,5.3,174000,0
Expedition,Jubail,Ford,Automatic,Saudi,Semi Full,2011,1.6,173000,0
Sierra,Abha,GMC,Automatic,Other,Semi Full,2014,5.3,71000,0
Accord,Riyadh,Honda,Automatic,Saudi,Semi Full,2012,2.4,145000,0
Compass,Riyadh,Jeep,Automatic,Saudi,Standard,2016,4.0,100,0
Camaro,Riyadh,Chevrolet,Automatic,Saudi,Full,2016,6.2,161000,0
Corolla,Jazan,Toyota,Manual,Saudi,Semi Full,2013,1.6,250000,0
Yukon,Riyadh,GMC,Automatic,Saudi,Full,2010,9.0,172000,0
Durango,Riyadh,Dodge,Automatic,Saudi,Standard,2016,3.6,48000,0
Sonata,Riyadh,Hyundai,Automatic,Saudi,Semi Full,2020,2.5,23000,0
Attrage,Jeddah,Mitsubishi,Automatic,Saudi,Standard,2018,1.2,80000,0
Traverse,Hail,Chevrolet,Automatic,Saudi,Full,2009,3.6,230000,0
Land Cruiser,Taef,Toyota,Automatic,Saudi,Full,2017,5.7,63000,0
Corolla,Riyadh,Toyota,Manual,Saudi,Standard,2004,1.3,40000,0
X-Trail,Riyadh,Nissan,Automatic,Saudi,Full,2020,2.5,3171,0
Accord,Hail,Honda,Automatic,Other,Semi Full,2016,2.4,100,0
Camry,Khobar,Toyota,Manual,Other,Semi Full,2005,2.0,550000,0
Pajero,Qassim,Mitsubishi,Automatic,Gulf Arabic,Standard,2017,3.5,152000,0
Accent,Riyadh,Hyundai,Automatic,Saudi,Standard,2018,1.6,60000,0
C,Qassim,Mercedes,Automatic,Gulf Arabic,Full,2021,2.0,600,0
Accent,Riyadh,Hyundai,Automatic,Saudi,Standard,2016,1.6,40000,0
Impala,Qassim,Chevrolet,Automatic,Saudi,Semi Full,2016,3.6,180000,0
Caprice,Najran,Chevrolet,Automatic,Saudi,Full,2004,6.0,237000,0
Land Cruiser,Qassim,Toyota,Manual,Saudi,Semi Full,2002,4.6,600000,0
Tahoe,Dammam,Chevrolet,Automatic,Saudi,Semi Full,2008,5.3,174000,0
Land Cruiser,Taef,Toyota,Manual,Gulf Arabic,Semi Full,1999,1.1,300000,0
LX,Jeddah,Lexus,Automatic,Saudi,Full,2007,5.7,184000,0
Dokker,Makkah,Renault,Manual,Other,Standard,2013,1.6,167000,0
Suburban,Jubail,GMC,Automatic,Saudi,Standard,1995,5.3,223000,0
Bronco,Jeddah,Ford,Automatic,Other,Full,1979,4.9,26000,0
Sierra,Riyadh,GMC,Automatic,Saudi,Full,2010,8.0,700000,0
Land Cruiser,Qassim,Toyota,Automatic,Saudi,Full,2014,4.6,169500,0
Azera,Al-Ahsa,Hyundai,Automatic,Other,Full,2016,2.4,84000,0
Victoria,Riyadh,Ford,Automatic,Saudi,Standard,2009,4.6,141000,0
